date,state,organization,no_of_phase_one_awards,total_phase_one_obligation,no_of_phase_two_awards,total_phase_two_obligation,total_awards,total_obligation
2011,OK,Department of Health and Human Services,3,1142688,3,7230769,6,8373457
2011,OR,Department of Health and Human Services,17,4239528,12,17890291,29,22129819
2011,PA,Department of Health and Human Services,30,8560122,14,19748772,44,28308894
2011,RI,Department of Health and Human Services,3,758173,0,0,3,758173
2011,SC,Department of Health and Human Services,9,2760576,4,5577284,13,8337860
2011,TN,Department of Health and Human Services,8,1748381,3,3334029,11,5082410
2011,TX,Department of Health and Human Services,32,8642752,14,16957952,46,25600704
2011,UT,Department of Health and Human Services,13,3617672,3,3185289,16,6802961
2011,VA,Department of Health and Human Services,16,4062101,11,13339477,27,17401578
2011,VT,Department of Health and Human Services,2,199933,1,754477,3,954410
2011,WA,Department of Health and Human Services,29,11543805,11,18356144,40,29899949
2011,WI,Department of Health and Human Services,18,4481701,7,13338490,25,17820191
2012,AL,Department of Health and Human Services,2,376611,6,8147977,8,8524588
2012,AR,Department of Health and Human Services,7,2995644,3,2750100,10,5745744
2012,AZ,Department of Health and Human Services,5,1118718,2,4149913,7,5268631
2012,CA,Department of Health and Human Services,197,55928098,64,94909234,261,150837332
2012,CO,Department of Health and Human Services,18,4404485,9,13403375,27,17807860
2012,CT,Department of Health and Human Services,12,3878240,2,3395146,14,7273386
2012,DC,Department of Health and Human Services,2,515430,0,0,2,515430
2012,DE,Department of Health and Human Services,1,208650,0,0,1,208650
2012,FL,Department of Health and Human Services,20,4228396,9,10566295,29,14794691
2012,GA,Department of Health and Human Services,19,6372063,9,13261091,28,19633154
2012,HI,Department of Health and Human Services,3,937968,0,0,3,937968
2012,IA,Department of Health and Human Services,3,754594,2,2582584,5,3337178
2012,ID,Department of Health and Human Services,0,0,1,2214303,1,2214303
2012,IL,Department of Health and Human Services,19,4167685,7,7229406,26,11397091
2012,IN,Department of Health and Human Services,9,1911680,3,2519804,12,4431484
2012,KS,Department of Health and Human Services,6,1112945,1,1266441,7,2379386
2012,KY,Department of Health and Human Services,14,3225587,5,5910226,19,9135813
2012,LA,Department of Health and Human Services,3,735959,0,0,3,735959
2012,MA,Department of Health and Human Services,104,31076154,41,58651360,145,89727514
2012,MD,Department of Health and Human Services,56,17276762,8,17117236,64,34393998
2012,MI,Department of Health and Human Services,16,4337915,5,5839570,21,10177485
2012,MN,Department of Health and Human Services,27,6200544,9,11573768,36,17774312
2012,MO,Department of Health and Human Services,5,1120733,6,7297607,11,8418340
2012,MT,Department of Health and Human Services,3,914019,1,1499896,4,2413915
2012,NC,Department of Health and Human Services,37,9923335,21,29452082,58,39375417
2012,ND,Department of Health and Human Services,3,1798472,0,0,3,1798472
2012,NE,Department of Health and Human Services,3,496417,1,2000000,4,2496417
2012,NH,Department of Health and Human Services,12,5105815,4,7381967,16,12487782
2012,NJ,Department of Health and Human Services,18,4334804,13,13756379,31,18091183
2012,NM,Department of Health and Human Services,3,473422,3,3479281,6,3952703
2012,NY,Department of Health and Human Services,53,15739530,20,27708140,73,43447670
2012,OH,Department of Health and Human Services,27,8644219,12,19014641,39,27658860
2012,OK,Department of Health and Human Services,5,1524994,3,5632357,8,7157351
2012,OR,Department of Health and Human Services,27,8489549,12,16999962,39,25489511
2012,PA,Department of Health and Human Services,41,11601446,10,17648353,51,29249799
2012,RI,Department of Health and Human Services,5,2138539,4,4896125,9,7034664
2012,SC,Department of Health and Human Services,7,1644668,0,0,7,1644668
2012,TN,Department of Health and Human Services,3,595660,5,9691775,8,10287435
2012,TX,Department of Health and Human Services,39,9898846,14,21162077,53,31060923
2012,UT,Department of Health and Human Services,11,2903932,3,4475654,14,7379586
2012,VA,Department of Health and Human Services,24,5434636,8,11327625,32,16762261
2012,VT,Department of Health and Human Services,4,812844,3,3363539,7,4176383
2012,WA,Department of Health and Human Services,37,10604593,7,9247711,44,19852304
2012,WI,Department of Health and Human Services,20,4477238,12,20274057,32,24751295
2013,AK,Department of Health and Human Services,1,146965,0,0,1,146965
2013,AL,Department of Health and Human Services,6,1417282,1,743506,7,2160788
2013,AR,Department of Health and Human Services,2,585778,0,0,2,585778
2013,AZ,Department of Health and Human Services,9,2395293,5,6722066,14,9117359
2013,CA,Department of Health and Human Services,179,53183972.64,63,98774562,242,151958534.64
2013,CO,Department of Health and Human Services,15,3525116,7,11963570,22,15488686
2013,CT,Department of Health and Human Services,12,3981640,1,967266,13,4948906
2013,DC,Department of Health and Human Services,5,1149025,0,0,5,1149025
2013,DE,Department of Health and Human Services,6,1308860,1,1161877,7,2470737
2013,FL,Department of Health and Human Services,16,4073539,7,13513788,23,17587327
2013,GA,Department of Health and Human Services,17,5295680,10,14295524,27,19591204
2013,HI,Department of Health and Human Services,1,689567,0,0,1,689567
2013,IA,Department of Health and Human Services,7,1511849,1,684889,8,2196738
2013,IL,Department of Health and Human Services,15,3857991,7,8193939,22,12051930
2013,IN,Department of Health and Human Services,9,2391977,6,10331159,15,12723136
2013,KS,Department of Health and Human Services,4,916157,2,2790538,6,3706695
2013,KY,Department of Health and Human Services,13,3040853,6,12727367,19,15768220
2013,LA,Department of Health and Human Services,1,149043,1,1161453,2,1310496
2013,MA,Department of Health and Human Services,75,20604114,34,53465676,109,74069790
2013,MD,Department of Health and Human Services,41,11898494,20,34333047,61,46231541
2013,MI,Department of Health and Human Services,17,3947713,10,14012738,27,17960451
2013,MN,Department of Health and Human Services,18,4049720,8,12133902,26,16183622
2013,MO,Department of Health and Human Services,4,1019763,5,6413851,9,7433614
2013,MS,Department of Health and Human Services,1,205514,0,0,1,205514
2013,MT,Department of Health and Human Services,5,922283,0,0,5,922283
2013,NC,Department of Health and Human Services,43,9977472,20,29236063,63,39213535
2013,NE,Department of Health and Human Services,3,554774,0,0,3,554774
2013,NH,Department of Health and Human Services,6,1339558,4,5786434,10,7125992
2013,NJ,Department of Health and Human Services,19,4325962,7,8762189,26,13088151
2013,NM,Department of Health and Human Services,2,488167,2,1981166,4,2469333
2013,NV,Department of Health and Human Services,1,600000,0,0,1,600000
2013,NY,Department of Health and Human Services,31,8493073,18,30469307,49,38962380
2013,OH,Department of Health and Human Services,16,4381517,5,5635461,21,10016978
2013,OK,Department of Health and Human Services,5,1587419,2,3534349,7,5121768
2013,OR,Department of Health and Human Services,16,4343944,4,5981443,20,10325387
2013,PA,Department of Health and Human Services,31,10090488,9,16662938,40,26753426
2013,RI,Department of Health and Human Services,2,456208,1,989251,3,1445459
2013,SC,Department of Health and Human Services,7,1690102,0,0,7,1690102
2013,SD,Department of Health and Human Services,1,135356,0,0,1,135356
2013,TN,Department of Health and Human Services,2,288191,4,6299459,6,6587650
2013,TX,Department of Health and Human Services,35,9187151,22,29856100,57,39043251
2013,UT,Department of Health and Human Services,9,3112367,6,10668697,15,13781064
2013,VA,Department of Health and Human Services,26,5155254,10,13936623,36,19091877
2013,VT,Department of Health and Human Services,1,599889,1,1782457,2,2382346
2013,WA,Department of Health and Human Services,17,5477389,11,16418793,28,21896182
2013,WI,Department of Health and Human Services,15,3986295,8,9717759,23,13704054
2013,WY,Department of Health and Human Services,1,599241,0,0,1,599241
2014,AK,Department of Health and Human Services,1,150000,0,0,1,150000
2014,AL,Department of Health and Human Services,7,1324489,1,1135118,8,2459607
2014,AR,Department of Health and Human Services,9,2108772,1,1987208,10,4095980
2014,AZ,Department of Health and Human Services,13,3132905,3,3076315,16,6209220
2014,CA,Department of Health and Human Services,244,70132285,66,98218834,310,168351119
2014,CO,Department of Health and Human Services,18,3977803,6,9038463,24,13016266
2014,CT,Department of Health and Human Services,15,4326067,7,11569482,22,15895549
2014,DC,Department of Health and Human Services,2,923588,2,2114167,4,3037755
2014,DE,Department of Health and Human Services,1,224968,0,0,1,224968
2014,FL,Department of Health and Human Services,22,4775662.08,12,14666163,34,19441825.08
2014,GA,Department of Health and Human Services,14,3821930,10,14877454,24,18699384
2014,IA,Department of Health and Human Services,5,1040555,5,9582357,10,10622912
2014,IL,Department of Health and Human Services,16,4093195,6,7313924,22,11407119
2014,IN,Department of Health and Human Services,12,3652719,6,8455975,18,12108694
2014,KS,Department of Health and Human Services,3,480577,2,2280541,5,2761118
2014,KY,Department of Health and Human Services,9,2415148,5,6104805,14,8519953
2014,LA,Department of Health and Human Services,2,448701,0,0,2,448701
2014,MA,Department of Health and Human Services,102,25923292,42,70899303,144,96822595
2014,MD,Department of Health and Human Services,47,17722706,24,37391429,71,55114135
2014,MI,Department of Health and Human Services,14,3466827,5,9346350,19,12813177
2014,MN,Department of Health and Human Services,26,6779604,9,11640387,35,18419991
2014,MO,Department of Health and Human Services,12,3513337,3,3600719,15,7114056
2014,MT,Department of Health and Human Services,0,0,2,2962409,2,2962409
2014,NC,Department of Health and Human Services,44,10281290,18,23938811,62,34220101
2014,NE,Department of Health and Human Services,4,1571481,1,742058,5,2313539
2014,NH,Department of Health and Human Services,10,2309998,7,8871438,17,11181436
2014,NJ,Department of Health and Human Services,13,3067686,11,19360894,24,22428580
2014,NM,Department of Health and Human Services,8,1829248,1,491245,9,2320493
2014,NV,Department of Health and Human Services,4,1628896,1,1119792,5,2748688
2014,NY,Department of Health and Human Services,50,13384016,18,25773692,68,39157708
2014,OH,Department of Health and Human Services,24,5698916.99,15,27082646,39,32781562.99
2014,OK,Department of Health and Human Services,4,1412590,1,1076985,5,2489575
2014,OR,Department of Health and Human Services,17,4012142,15,26157739,32,30169881
2014,PA,Department of Health and Human Services,49,11713772,22,31107228,71,42821000
2014,RI,Department of Health and Human Services,3,577644,0,0,3,577644
2014,SC,Department of Health and Human Services,9,2477934,8,12829115,17,15307049
2014,SD,Department of Health and Human Services,1,225000,0,0,1,225000
2014,TN,Department of Health and Human Services,4,919271,1,3000000,5,3919271
2014,TX,Department of Health and Human Services,53,12559311,12,12468628,65,25027939
2014,UT,Department of Health and Human Services,12,3109112,7,9355543,19,12464655
2014,VA,Department of Health and Human Services,19,4581388,9,11763925,28,16345313
2014,VT,Department of Health and Human Services,2,497975,2,3199760,4,3697735
2014,WA,Department of Health and Human Services,26,7324077,7,10467355,33,17791432
2014,WI,Department of Health and Human Services,20,5732423,6,8643824,26,14376247
2014,WY,Department of Health and Human Services,3,538212,0,0,3,538212
2015,AK,Department of Health and Human Services,2,296388,0,0,2,296388
2015,AL,Department of Health and Human Services,8,2208451,4,5418575,12,7627026
2015,AR,Department of Health and Human Services,4,2186649,2,2025746,6,4212395
2015,AZ,Department of Health and Human Services,8,2306863,5,4565297,13,6872160
2015,CA,Department of Health and Human Services,174,50406200,79,106877850,253,157284050
2015,CO,Department of Health and Human Services,12,3072507,12,16216112,24,19288619
2015,CT,Department of Health and Human Services,12,3808579,4,7810292,16,11618871
2015,DC,Department of Health and Human Services,0,348588,1,552696,1,901284
2015,DE,Department of Health and Human Services,4,844196,1,840966,5,1685162
2015,FL,Department of Health and Human Services,23,5739893,7,13554391,30,19294284
2015,GA,Department of Health and Human Services,17,4335260,5,13425559,22,17760819
2015,HI,Department of Health and Human Services,1,349009,1,1156549,2,1505558
2015,IA,Department of Health and Human Services,5,1124308,1,1904508,6,3028816
2015,ID,Department of Health and Human Services,1,230730,0,0,1,230730
2015,IL,Department of Health and Human Services,10,3541469,5,6566652,15,10108121
2015,IN,Department of Health and Human Services,17,4012926,6,8297978,23,12310904
2015,KS,Department of Health and Human Services,4,824373,4,3507069,8,4331442
2015,KY,Department of Health and Human Services,11,3004129,6,7107183,17,10111312
2015,LA,Department of Health and Human Services,1,299999,0,0,1,299999
2015,MA,Department of Health and Human Services,88,25431282,52,70685806,140,96117088
2015,MD,Department of Health and Human Services,41,12161128,23,34676727,64,46837855
2015,ME,Department of Health and Human Services,3,767029,1,989285,4,1756314
2015,MI,Department of Health and Human Services,20,5946275,9,9749082,29,15695357
2015,MN,Department of Health and Human Services,28,6656393,8,13595044,36,20251437
2015,MO,Department of Health and Human Services,9,2975731,4,5016088,13,7991819
2015,MS,Department of Health and Human Services,1,192377,0,0,1,192377
2015,MT,Department of Health and Human Services,4,748603,1,2393461,5,3142064
2015,NC,Department of Health and Human Services,32,7899874,27,30976370,59,38876244
2015,ND,Department of Health and Human Services,1,197973,0,0,1,197973
2015,NE,Department of Health and Human Services,1,773473,2,1424499,3,2197972
2015,NH,Department of Health and Human Services,7,1555436,7,11764371,14,13319807
2015,NJ,Department of Health and Human Services,20,4732077,5,6011812,25,10743889
2015,NM,Department of Health and Human Services,2,710877,3,2863222,5,3574099
2015,NV,Department of Health and Human Services,2,1120163,0,530428,2,1650591
2015,NY,Department of Health and Human Services,50,13271794,21,27720141,71,40991935
2015,OH,Department of Health and Human Services,20,4601900,12,16831724,32,21433624
2015,OK,Department of Health and Human Services,7,1914395,3,4765514,10,6679909
2015,OR,Department of Health and Human Services,11,2965372,6,14532185,17,17497557
2015,PA,Department of Health and Human Services,54,14246494,13,25908287,67,40154781
2015,RI,Department of Health and Human Services,3,523495,2,2623613,5,3147108
2015,SC,Department of Health and Human Services,7,1947022,4,6517539,11,8464561
2015,SD,Department of Health and Human Services,1,149261,0,0,1,149261
2015,TN,Department of Health and Human Services,8,1631267,2,2922661,10,4553928
2015,TX,Department of Health and Human Services,36,9767315.87,12,15559980,48,25327295.87
2015,UT,Department of Health and Human Services,12,3247480,5,7380396,17,10627876
2015,VA,Department of Health and Human Services,17,5638643,13,17993917,30,23632560
2015,VT,Department of Health and Human Services,1,200000,4,3750697,5,3950697
2015,WA,Department of Health and Human Services,15,5324245,13,16374463,28,21698708
2015,WI,Department of Health and Human Services,16,4745461,10,12900024,26,17645485
2015,WV,Department of Health and Human Services,1,144000,0,0,1,144000
2015,WY,Department of Health and Human Services,2,283111,0,0,2,283111
2016,AL,Department of Health and Human Services,9,2937335,4,3933589,13,6870924
2016,AR,Department of Health and Human Services,3,667007,1,2662896,4,3329903
2016,AZ,Department of Health and Human Services,10,3112974,3,5543804,13,8656778
2016,CA,Department of Health and Human Services,182,47368183,108,143852564,290,191220747
2016,CO,Department of Health and Human Services,15,4826303,9,13366924,24,18193227
2016,CT,Department of Health and Human Services,11,2517081,3,5022481,14,7539562
2016,DC,Department of Health and Human Services,3,599278,2,1374306,5,1973584
2016,DE,Department of Health and Human Services,7,1362924,3,2774009,10,4136933
2016,FL,Department of Health and Human Services,21,4109092,10,10405916,31,14515008
2016,GA,Department of Health and Human Services,15,3791379,5,6604615,20,10395994
2016,HI,Department of Health and Human Services,1,646103,0,956757,1,1602860
2016,IA,Department of Health and Human Services,8,2121420,4,4617000,12,6738420
2016,ID,Department of Health and Human Services,0,0,1,397599,1,397599
2016,IL,Department of Health and Human Services,27,7307674,12,13562889,39,20870563
2016,IN,Department of Health and Human Services,18,4436250,3,4808067,21,9244317
2016,KS,Department of Health and Human Services,2,378954,0,1911569,2,2290523
2016,KY,Department of Health and Human Services,7,1628771,7,8156189,14,9784960
2016,LA,Department of Health and Human Services,2,315221,1,617594,3,932815
2016,MA,Department of Health and Human Services,85,27049031.02,58,87593078,143,114642109.02
2016,MD,Department of Health and Human Services,47,13369464,22,38327172,69,51696636
2016,ME,Department of Health and Human Services,0,350000,1,1715107,1,2065107
2016,MI,Department of Health and Human Services,12,2489204,5,11872613,17,14361817
2016,MN,Department of Health and Human Services,23,5967775,13,17073207,36,23040982
2016,MO,Department of Health and Human Services,18,4457265.51,4,5042592,22,9499857.51
2016,MS,Department of Health and Human Services,1,131863,0,0,1,131863
2016,MT,Department of Health and Human Services,6,1510847,1,1654541,7,3165388
2016,NC,Department of Health and Human Services,45,11187962,28,35810713,73,46998675
2016,NE,Department of Health and Human Services,4,1411463,1,1477672,5,2889135
2016,NH,Department of Health and Human Services,8,1710279,6,5572092,14,7282371
2016,NJ,Department of Health and Human Services,18,3963277,10,11840235,28,15803512
2016,NM,Department of Health and Human Services,8,1073597,5,4636108,13,5709705
2016,NV,Department of Health and Human Services,1,231420,2,1861177,3,2092597
2016,NY,Department of Health and Human Services,48,13280532,21,31567880,69,44848412
2016,OH,Department of Health and Human Services,18,4472734,7,10482467,25,14955201
2016,OK,Department of Health and Human Services,2,451215,1,2468139,3,2919354
2016,OR,Department of Health and Human Services,19,4642704,13,17591528,32,22234232
2016,PA,Department of Health and Human Services,49,13123824,19,29339382,68,42463206
2016,PR,Department of Health and Human Services,2,448916,0,0,2,448916
2016,RI,Department of Health and Human Services,1,300000,1,879408,2,1179408
2016,SC,Department of Health and Human Services,12,4489309,1,4223778,13,8713087
2016,SD,Department of Health and Human Services,1,220647,1,756080,2,976727
2016,TN,Department of Health and Human Services,2,384824,1,2301114,3,2685938
2016,TX,Department of Health and Human Services,46,11046205,21,23258353,67,34304558
2016,UT,Department of Health and Human Services,15,3875017,7,8598779,22,12473796
2016,VA,Department of Health and Human Services,23,5488655,9,14116856,32,19605511
2016,VT,Department of Health and Human Services,2,501681,2,2892905,4,3394586
2016,WA,Department of Health and Human Services,24,8873581,16,22649853,40,31523434
2016,WI,Department of Health and Human Services,17,5787645,4,9916518,21,15704163
2016,WY,Department of Health and Human Services,0,0,2,1082359,2,1082359
2017,AK,Department of Health and Human Services,1,298871,1,544749,2,843620
2017,AL,Department of Health and Human Services,7,2097649,4,6151964,11,8249613
2017,AR,Department of Health and Human Services,4,1806368,3,2855335,7,4661703
2017,AZ,Department of Health and Human Services,7,1882660,5,6822350,12,8705010
2017,CA,Department of Health and Human Services,182,52419487.02,118,168251933,300,220671420.02
2017,CO,Department of Health and Human Services,25,5736487,6,11261909,31,16998396
2017,CT,Department of Health and Human Services,13,5446916,4,6826845,17,12273761
2017,DC,Department of Health and Human Services,3,1087964,2,3976638,5,5064602
2017,DE,Department of Health and Human Services,6,1478936,4,5792278,10,7271214
2017,FL,Department of Health and Human Services,24,6339526,13,15428296,37,21767822
2017,GA,Department of Health and Human Services,23,5601584,10,11941970,33,17543554
2017,HI,Department of Health and Human Services,0,300000,1,596861,1,896861
2017,IA,Department of Health and Human Services,4,1079696,4,7512137,8,8591833
2017,IL,Department of Health and Human Services,22,5768482,10,14749813,32,20518295
2017,IN,Department of Health and Human Services,9,2303602,6,8813918,15,11117520
2017,KS,Department of Health and Human Services,4,1038103,1,569281,5,1607384
2017,KY,Department of Health and Human Services,10,2756876,8,9587847,18,12344723
2017,LA,Department of Health and Human Services,2,582180,1,1573477,3,2155657
2017,MA,Department of Health and Human Services,107,31447075,53,80587549,160,112034624
2017,MD,Department of Health and Human Services,52,17483095,25,39901800,77,57384895
2017,ME,Department of Health and Human Services,0,0,1,2442353,1,2442353
2017,MI,Department of Health and Human Services,16,3952435,10,12014136,26,15966571
2017,MN,Department of Health and Human Services,29,7279539,17,21529983,46,28809522
2017,MO,Department of Health and Human Services,16,5975823,5,9126641,21,15102464
2017,MS,Department of Health and Human Services,1,216429,0,0,1,216429
2017,MT,Department of Health and Human Services,7,1389939,3,2199478,10,3589417
2017,NC,Department of Health and Human Services,56,14437200,32,46102420,88,60539620
2017,NE,Department of Health and Human Services,2,498735,1,1265349,3,1764084
2017,NH,Department of Health and Human Services,7,1820588,6,9919046,13,11739634
2017,NJ,Department of Health and Human Services,18,5754804,9,14796727,27,20551531
2017,NM,Department of Health and Human Services,3,1276594,1,3274713,4,4551307
2017,NV,Department of Health and Human Services,2,539919,0,1096406,2,1636325
2017,NY,Department of Health and Human Services,49,14317714,21,29543562,70,43861276
2017,OH,Department of Health and Human Services,13,3339698,7,12286075,20,15625773
2017,OK,Department of Health and Human Services,1,149999,0,4101472,1,4251471
2017,OR,Department of Health and Human Services,22,7285637,11,14841311,33,22126948
2017,PA,Department of Health and Human Services,42,11257923,25,36746016,67,48003939
2017,RI,Department of Health and Human Services,1,467566,2,1508895,3,1976461
2017,SC,Department of Health and Human Services,8,3002485,6,5991846,14,8994331
2017,TN,Department of Health and Human Services,3,1665727,5,3870190,8,5535917
2017,TX,Department of Health and Human Services,46,12208989,22,35472120,68,47681109
2017,UT,Department of Health and Human Services,11,3464951,6,10878353,17,14343304
2017,VA,Department of Health and Human Services,27,6427272,11,15848058,38,22275330
2017,VT,Department of Health and Human Services,2,373620,0,2398657,2,2772277
2017,WA,Department of Health and Human Services,21,6506906,12,19333555,33,25840461
2017,WI,Department of Health and Human Services,13,3865066,7,8899262,20,12764328
2017,WV,Department of Health and Human Services,0,0,2,2418468,2,2418468
2017,WY,Department of Health and Human Services,1,282424,0,1120651,1,1403075
2018,AL,Department of Health and Human Services,4,987519,1,2324807,5,3312326
2018,AR,Department of Health and Human Services,5,1197217,1,4705637,6,5902854
2018,AZ,Department of Health and Human Services,13,2914904,4,5415415,17,8330319
2018,CA,Department of Health and Human Services,242,65162426,78,160060988,320,225223414
2018,CO,Department of Health and Human Services,20,5792209,9,11120861,29,16913070
2018,CT,Department of Health and Human Services,16,4414458,4,7109025,20,11523483
2018,DC,Department of Health and Human Services,5,1150055,1,1907003,6,3057058
2018,DE,Department of Health and Human Services,7,1512055,5,8032048,12,9544103
2018,FL,Department of Health and Human Services,24,6315270,5,13314047,29,19629317
2018,GA,Department of Health and Human Services,16,4826804,13,17827082,29,22653886
2018,HI,Department of Health and Human Services,0,0,1,1184835,1,1184835
2018,IA,Department of Health and Human Services,6,1793844,1,2886959,7,4680803
2018,ID,Department of Health and Human Services,1,149124,1,441001,2,590125
2018,IL,Department of Health and Human Services,29,7767504,6,13045306,35,20812810
2018,IN,Department of Health and Human Services,14,3193808,2,7560661,16,10754469
2018,KS,Department of Health and Human Services,11,2528418,2,2146387,13,4674805
2018,KY,Department of Health and Human Services,14,4558171,3,8123198,17,12681369
2018,LA,Department of Health and Human Services,3,835198,2,1268666,5,2103864
2018,MA,Department of Health and Human Services,108,37245169,51,88809060,159,126054229
2018,MD,Department of Health and Human Services,68,23674601,20,40788127,88,64462728
2018,ME,Department of Health and Human Services,3,1028063,0,829621,3,1857684
2018,MI,Department of Health and Human Services,21,6364988,5,14037739,26,20402727
2018,MN,Department of Health and Human Services,24,5265115,17,23669678,41,28934793
2018,MO,Department of Health and Human Services,27,7751651,4,8359201,31,16110852
2018,MS,Department of Health and Human Services,1,180830,1,441039,2,621869
2018,MT,Department of Health and Human Services,9,2263280,4,4279564,13,6542844
2018,NC,Department of Health and Human Services,78,20763304,34,51142341,112,71905645
2018,NE,Department of Health and Human Services,3,626647,3,2857063,6,3483710
2018,NH,Department of Health and Human Services,16,5191581,4,8032586,20,13224167
2018,NJ,Department of Health and Human Services,18,4315103,6,10362407,24,14677510
2018,NM,Department of Health and Human Services,4,860344,1,1890829,5,2751173
2018,NV,Department of Health and Human Services,1,225000,0,289172,1,514172
2018,NY,Department of Health and Human Services,67,16807328,26,37292125,93,54099453
2018,OH,Department of Health and Human Services,22,5417932,8,16242685,30,21660617
2018,OK,Department of Health and Human Services,4,1046894,0,0,4,1046894
2018,OR,Department of Health and Human Services,10,3500057,14,20544413,24,24044470
2018,PA,Department of Health and Human Services,56,14751803,26,42215316,82,56967119
2018,PR,Department of Health and Human Services,2,988241,0,0,2,988241
2018,RI,Department of Health and Human Services,7,1616481,0,1660641,7,3277122
2018,SC,Department of Health and Human Services,12,3617210,3,6608987,15,10226197
2018,SD,Department of Health and Human Services,1,225000,0,0,1,225000
2018,TN,Department of Health and Human Services,10,2197426,3,5646907,13,7844333
2018,TX,Department of Health and Human Services,66,17043020,12,25691755,78,42734775
2018,UT,Department of Health and Human Services,15,3655339,3,7870852,18,11526191
2018,VA,Department of Health and Human Services,28,7887517.93,9,15728120,37,23615637.93
2018,VT,Department of Health and Human Services,4,1558511,0,1260721,4,2819232
2018,WA,Department of Health and Human Services,28,7674685,10,20128857,38,27803542
2018,WI,Department of Health and Human Services,24,6681169,4,8502379,28,15183548
2018,WY,Department of Health and Human Services,1,217385,0,0,1,217385
2010,AL,Department of Homeland Security,1,100000,0,0,1,100000
2010,AZ,Department of Homeland Security,2,220000,0,0,2,220000
2010,CA,Department of Homeland Security,10,1038253.29,4,3460815.53,14,4499068.82
2010,CT,Department of Homeland Security,2,194556,1,749404.43,3,943960.43
2010,FL,Department of Homeland Security,4,441153.3,1,750000,5,1191153.3
2010,GA,Department of Homeland Security,1,99990.49,0,0,1,99990.49
2010,HI,Department of Homeland Security,1,99991.41,0,0,1,99991.41
2010,IL,Department of Homeland Security,1,100000,0,0,1,100000
2010,KY,Department of Homeland Security,1,99976,0,0,1,99976
2010,LA,Department of Homeland Security,1,99013.32,0,0,1,99013.32
2010,MA,Department of Homeland Security,12,1449586.58,3,2295626,15,3745212.58
2010,MD,Department of Homeland Security,1,100000,1,999998,2,1099998
2010,MI,Department of Homeland Security,1,100000,1,749948,2,849948
2010,MN,Department of Homeland Security,1,99962,0,0,1,99962
2010,NC,Department of Homeland Security,0,0,2,1074437.99,2,1074437.99
2010,NH,Department of Homeland Security,1,99968,0,0,1,99968
2010,NJ,Department of Homeland Security,1,99994.28,0,0,1,99994.28
2010,NM,Department of Homeland Security,1,99360,0,0,1,99360
2010,NY,Department of Homeland Security,2,199411,0,0,2,199411
2010,OK,Department of Homeland Security,1,98290,0,0,1,98290
2010,OR,Department of Homeland Security,0,0,2,1825000,2,1825000
2010,PA,Department of Homeland Security,2,199774,0,0,2,199774
2010,VA,Department of Homeland Security,4,399910.13,3,2249988,7,2649898.13
2011,AK,Department of Homeland Security,1,149267,0,0,1,149267
2011,AL,Department of Homeland Security,0,0,2,1742605.73,2,1742605.73
2011,AZ,Department of Homeland Security,1,99998.83,4,2773887.67,5,2873886.5
2011,CA,Department of Homeland Security,6,599823.64,22,17511603.74,28,18111427.38
2011,CO,Department of Homeland Security,3,299921,1,810000,4,1109921
2011,CT,Department of Homeland Security,0,0,1,749404.43,1,749404.43
2011,FL,Department of Homeland Security,2,246539,5,3746815,7,3993354
2011,IL,Department of Homeland Security,1,150000,0,0,1,150000
2011,IN,Department of Homeland Security,1,99999.85,1,844031.71,2,944031.56
2011,MA,Department of Homeland Security,15,1798665.37,23,19449969.33,38,21248634.7
2011,MD,Department of Homeland Security,2,199841.42,8,6504459.14,10,6704300.56
2011,ME,Department of Homeland Security,1,149732,0,0,1,149732
2011,MI,Department of Homeland Security,1,99936.07,3,2499876.89,4,2599812.96
2011,MO,Department of Homeland Security,1,150000,1,749110,2,899110
2011,MT,Department of Homeland Security,0,0,2,1832313,2,1832313
2011,NC,Department of Homeland Security,0,0,3,1824437.99,3,1824437.99
2011,NE,Department of Homeland Security,0,0,1,749996,1,749996
2011,NH,Department of Homeland Security,0,0,2,1654586.23,2,1654586.23
2011,NJ,Department of Homeland Security,2,249846.26,2,1499989,4,1749835.26
2011,NM,Department of Homeland Security,0,0,2,1494333.63,2,1494333.63
2011,NY,Department of Homeland Security,0,0,12,10936741.56,12,10936741.56
2011,OK,Department of Homeland Security,1,99998.87,2,1499999.11,3,1599997.98
2011,OR,Department of Homeland Security,0,0,1,825000,1,825000
2011,PA,Department of Homeland Security,3,299364.06,1,749997.5,4,1049361.56
2011,RI,Department of Homeland Security,0,0,1,823125,1,823125
2011,SC,Department of Homeland Security,0,0,1,646414.54,1,646414.54
2011,TX,Department of Homeland Security,0,0,8,6314948,8,6314948
2011,UT,Department of Homeland Security,0,0,2,1750000,2,1750000
2011,VA,Department of Homeland Security,6,567296.87,10,8206904.29,16,8774201.16
2011,WA,Department of Homeland Security,0,0,2,1960002.5,2,1960002.5
2012,AL,Department of Homeland Security,3,397109.06,0,0,3,397109.06
2012,CA,Department of Homeland Security,5,699141.15,1,749957,6,1449098.15
2012,CO,Department of Homeland Security,0,0,1,749998,1,749998
2012,CT,Department of Homeland Security,1,149862,0,0,1,149862
2012,FL,Department of Homeland Security,3,299569.22,2,1227459.3,5,1527028.52
2012,IL,Department of Homeland Security,0,0,1,750000,1,750000
2012,MA,Department of Homeland Security,11,1448509.59,6,4114523.59,17,5563033.18
